paper, book
kidney, stone
scrape, cut
scrape, fight
moth, insect
elevation, height
elevation, mountain
lasso, rope
cultivate, grow
cultivate, teach
flee, run
flee, retreat
womb, baby
fork, spoon
sweep, broom
uncover, open
cheek, face
shore, coast
shore, sea
boar, pig
grasshopper, insect
udder, milk
louse, tick
louse, flea
yawn, tired
pierce, hole
thread, sew
jaw, mouth
oat, wheat
splash, wet
bloom, flower
caterpillar, insect
flexible, soft
eagle, bird
calf, cow
crow, bird
mail, letter
accuse, guilty
reef, fish
toad, frog
belly, stomach
hyena, animal
frost, cold
pan, plate
adobe, brick
gecko, lizard
fir, tree
clay, pot
clay, sand
parrot, bird
ladle, spoon
dove, bird
wages, pay
summit, top
summit, mountain
heel, foot
nephew, niece
nephew, boy
shovel, spade
throat, neck
raven, black
livestock, cattle
damp, wet
thunder, lightning
thunder, storm
harvest, autumn
prisoner, war
spade, shovel
navel, belly
ash, fire
heron, bird
silk, cotton
silk, wool
obscure, difficult
twig, branch
twig, tree
nipple, breast
rooster, hen
acorn, oak
acorn, seed
howl, cry
liver, blood
midday, lunch
slope, hill
corpse, dead
corpse, body
shin, leg
shin, bone
python, snake
bead, necklace
pinch, pull
sparrow, bird
paddle, boat
paddle, canoe
peel, skin
curse, swear
parents, father
parents, mother
curse, swear
scar, wound
lip, mouth
mumble, whisper
saliva, spit
saliva, mouth
saliva, tongue
seagull, bird
magpie, bird
fireplace, fire
fireplace, flame
bracelet, necklace
bracelet, ring
rib, bone
rib, chest
rib, chest
rib, bone
grandfather, old
calf, cow
tread, step
envy, want
bloom, flower
bait, worm
torch, lamp
termite, ant
nostril, nose
nostril, hole
mattress, bed
shore, bay
kidney, bean
saliva, spit
saliva, mouth
bald, head
wages, pay
fir, tree
elevation, high
elevation, mountain
burning, hot
coyote, dog
itch, scratch
spear, stab
nephew, cousin
thunder, storm
uncover, open
raw, unripe
vine, wine
dolphin, whale
clan, family
bless, priest
thorn, bush
parrot, bird
idol, god
scrape, cut
idol, god
hail, snow
chameleon, lizard
widow, woman
louse, flea
severe, bad
pill, medicine
wasp, bee
fork, spoon
sweep, broom
sweep, clean
vulture, bird
seagull, bird
foam, soap
python, snake
eyebrow, eye
lobster, red
lobster, fish
pine, tree
raft, boat
sparrow, bird
onion, garlic
lobster, red
forehead, head
twig, stick
jewel, expensive
jewel, beautiful
salty, sweet
pan, stove
pan, pot
midday, twelve
cheek, face
arch, back
rooster, hen
rooster, chicken
spade, shovel
cultivate, garden
latch, key
latch, lock
crab, lobster
gecko, lizard
throat, swallow
nipple, breast
nipple, milk
nipple, suck
chimney, fireplace
ash, coal
yawn, tired
heron, bird
yawn, tired
valley, low
livestock, cattle
sword, shield
fatigue, tired
raven, crow
spider, ant
flee, jump
wipe, clean
tortoise, turtle
tortoise, old
clay, mud
prisoner, prison
toad, frog
toad, frog
toad, frog
sparrow, bird
lasso, rope
corpse, dead
grasshopper, insect
thunder, lightning
thunder, storm
raft, boat
brave, soldier
hawk, eagle
scar, wound
scar, sore
nostril, nose
cunning, clever
belly, scratch
belly, pot
belly, stomach
vertical, straight
kneel, bend
lip, mouth
termite, ant
crawl, walk
raven, black
screwdriver, car
throat, neck
fireplace, fire
fork, spoon
shiver, spine
adobe, house
pork, pig
livestock, cattle
spade, dig
vine, wine
vine, grape
tortoise, turtle
famine, hunger
eagle, bird
scold, angry
caterpillar, worm
fatigue, tired
skull, head
skull, brain
shore, sea
magpie, bird
heron, bird
moth, insect
clay, wet
saliva, spit
ram, ewe
wages, money
sweep, broom
seagull, bird
dove, bird
ram, goat
parrot, bird
jaw, mouth
cultivate, grow
cultivate, farmer
acorn, nut
acorn, oak
slope, hill
mosquito, bite
mosquito, insect
python, snake
frost, ice
frost, dew
lick, tongue
bait, hook
swamp, mud
scrape, flat
scrape, fight
scrape, bite
chameleon, lizard
pouch, pocket
bald, head
flee, run
flee, escape
fur, soft
salty, spicy
ash, burn
ash, fire
oat, grain
beggar, poor
peel, skin
gecko, lizard
necklace, collar
wasp, insect
wasp, bee
wasp, insect
wipe, clean
shin, leg
shin, bone
cauliflower, cabbage
grandfather, father
grandfather, grandmother
kidney, bean
kidney, urine
kidney, stone
footprint, foot
coyote, wolf
coyote, dog
nephew, niece
fir, pine
fir, tree
fir, pine
boar, pig
slanted, slope
pill, medicine
summit, mountain
summit, hill
summit, top
spear, arrow
damp, wet
damp, cold
pine, tree
pine, wood
mail, post
mail, letter
spear, stab
crow, bird
crow, raven
twig, branch
twig, tree
raw, meat
pine, tree
itch, scratch
itch, bite
forehead, face
midday, sun
midday, afternoon
midday, afternoon
tread, step
buttocks, fart
tread, step
tread, soft
tread, step
damp, wet
freeze, ice
mosquito, bite
louse, nit
bead, necklace
bead, glass
ash, cloud
ash, burn
ash, dust
crow, bird
throat, neck
grasshopper, locust
skull, head
sparrow, bird
rooster, chicken
vulture, bird
moth, dark
raven, crow
raven, black
chameleon, lizard
sling, cast
twig, leaf
twig, wood
twig, tree
shiver, shake
curse, swear
thorn, sharp
niece, nephew
niece, girl
vine, grape
vine, root
heron, bird
cultivate, grow
cultivate, hoe
shore, sea
acorn, oak
udder, milk
jaw, bone
thread, sew
gecko, lizard
weave, loom
famine, poor
sweep, broom
saliva, spit
ladle, spoon
fatigue, tired
wipe, towel
boar, pig
scrape, scratch
spade, shovel
calf, cow
kidney, bean
kidney, stone
slope, hill
caterpillar, worm
nostril, nose
nostril, hole
widow, widower
fork, spoon
wages, money
mute, deaf
salty, sweet
harvest, field
flee, run
flee, escape
bloom, flower
temple, church
lobster, see
onion, garlic
hail, snow
nipple, breast
oat, grain
heel, foot
plough, field
idol, god
bore, hole
corpse, dead
anvil, blacksmith
scar, bruise
thunder, lightning
livestock, cow
womb, baby
bracelet, wrist
oar, row
nephew, cousin
nephew, uncle
fur, soft
envy, want
jealous, envy
parrot, bird
reef, fish
seed, flower
seed, ground
paddle, boat
paddle, canoe
summit, top
swamp, mud
magpie, bird
raw, meat
raw, red
itch, scratch
itch, scrape
pill, medicine
itch, scratch
latch, lock
fingernail, white
lick, tongue
tortoise, turtle
tortoise, old
trough, ditch
trough, hole
python, snake
mosquito, bite
python, snake
toad, frog
accuse, suspect
accuse, blame
heel, foot
udder, milk
frost, ice
pork, pig
bald, head
livestock, cattle
clan, family
parrot, parakeet
raw, food
raw, meat
louse, drunk
saliva, spit
saliva, tongue
saliva, mouth
corpse, body
corpse, dead
adobe, house
coconut, palm tree
adobe, brick
adobe, clay
bloom, flower
spit, mouth
rooster, hen
belly, full
twig, stick
itchy, scratch
oar, row
shin, bone
shin, leg
niece, nephew
niece, girl
thunder, lightning
moth, insect
navel, stomach
seagull, bird
foam, soap
hail, snow
damp, cold
bracelet, hand
fireplace, fire
valley, green
fir, fur
elevation, high
pine, tree
raven, black
raven, crow
calf, cow
calf, beef
jaw, mouth
womb, baby
womb, belly
heron, bird
magpie, bird
severe, bad
paddle, canoe
chin, jaw
bore, sleep
weave, cloth
weave, loom
boar, pig
yawn, tired
fatigue, tired
scrape, scratch
sparrow, bird
gecko, lizard
latch, hook
caterpillar, worm
conceive, idea
summit, mountain
summit, top
bead, necklace
wages, tax
vine, wine
vine, grape
shiver, shake
shark, fish
centipede, spider
spider, man
mast, sail
nephew, uncle
nephew, boy
colorful, flower
claw, hand
nostril, nose
coyote, dog
coyote, wolf
bait, food
harvest, autumn
mute, dumb
lobster, red
envy, hate
envy, want
jewel, gold
kidney, bean
kidney, liver
kneel, bow
kneel, knee
chameleon, lizard
temple, pray
mail, letter
vertical, straight
salty, sweet
salty, sour
slope, hill
crawl, walk
dolphin, whale
dolphin, fish
cunning, clever
throat, neck
heron, bird
scold, shout
midday, lunch
elevation, mountain
raft, river
twig, stick
twig, tree
groan, ache
magician, witch
plough, field
plough, farmer
spade, shovel
frost, cold
strain, eat
wages, pay
saliva, spit
hawk, eagle
vine, grape
vine, wine
flea, jump
womb, baby
nostril, nose
mast, sail
fatigue, tired
salty, sweet
nephew, boy
sieve, strain
weave, loom
weave, yarn
hyena, animal
coconut, tree
freeze, ice
shore, sea
shore, sand
slope, mountain
bless, priest
shark, fish
cave, stone
corpse, dead
corpse, body
onion, garlic
chimney, house
mosquito, bite
boar, pig
burning, wood
bracelet, wrist
limp, lame
pierce, hole
ram, sheep
moth, butterfly
pine, tree
parrot, bird
chameleon, lizard
lip, edge
shin, leg
shin, bone
bloom, flower
damp, wet
bait, hook
bait, worm
kidney, urine
parents, family
dove, bird
ripe, good
ripe, eat
mattress, bed
sparrow, bird
collar, neck
nipple, breast
ladle, spoon
lasso, rope
forge, stove
mail, post
mattress, bed
famine, hunger
lick, tongue
calf, leg
calf, cow
splash, wet
clay, pot
magpie, bird
pork, pig
potato, new
seagull, bird
itch, scratch
itch, bite
itch, scratch
cheek, face
tortoise, turtle
heel, ankle
fur, soft
lobster, red
grandfather, grandmother
grandfather, father
cloak, coat
beggar, poor
fir, tree
fir, wood
sword, shield
barley, wheat
barley, grain
brown, leather
screwdriver, tool
oat, grain
thunder, lightning
screwdriver, tool
thunder, lightning
oat, grain
oat, grain
screwdriver, tool
oat, wheat
thunder, lightning
thunder, storm
oat, grain
oat, wheat
obscure, dark
caterpillar, grub
eagle, bird
bracelet, wrist
womb, baby
shin, leg
nipple, breast
calf, cow
calf, leg
calf, cow
calf, leg
heel, sit
mute, deaf
hyena, animal
pork, pig
motorcycle, car
fatigue, tired
niece, nephew
niece, aunt
seed, sperm
vertical, straight
claw, paw
corpse, dead
corpse, body
reed, leaf
damp, wet
accuse, blame
accuse, say
widow, woman
moth, insect
latch, hook
latch, key
bead, glass
sweep, broom
spear, arrow
famine, poor
bamboo, forest
hawk, eagle
wasp, bee
fireplace, fire
chimney, house
uncover, open
vulture, bird
coyote, wolf
reef, edge
necklace, chain
twig, branch
twig, tree
udder, milk
saliva, spit
saliva, tongue
saliva, mouth
parakeet, parrot
fortress, tower
gecko, lizard
conceive, pregnant
cloak, coat
cloak, cover
cloak, wrap
boar, pig
elevation, high
elevation, height
elevation, tall
pine, tree
heron, bird
temple, worship
bore, tired
kidney, liver
kidney, urine
groan, shout
livestock, cow
frost, cold
python, snake
raven, black
lobster, crab
fork, spoon
spade, shovel
acorn, oak
acorn, nut
freeze, ice
lip, tongue
lip, face
lip, mouth
howl, cry
paddle, boat
paddle, oar
injure, damage
scrape, cut
soot, ash
toad, frog
nostril, nose
wages, money
throat, neck
throat, necklace
onion, garlic
barley, grain
vine, grape
lasso, rope
lasso, rope
tortoise, turtle
bloom, flower
merry, happy
raft, canoe
rooster, chicken
rooster, chicken
beggar, poor
pinch, dream
footprint, shoe
vine, grape
crawl, kneel
ash, fire
coyote, dog
coyote, wolf
paddle, boat
chisel, carve
throat, neck
saliva, tongue
nostril, nose
grandfather, old
reef, fish
prisoner, prison
mast, sail
slope, mountain
slope, steep
raven, black
raven, crow
vertical, straight
eagle, bird
lip, tongue
conceive, get
kidney, stone
kidney, urine
corpse, body
corpse, dead
jealous, envy
fireplace, fire
fireplace, chimney
bore, tired
spit, saliva
spit, mouth
heel, foot
salty, sweet
oar, row
oar, paddle
merry, happy
sweep, clean
sweep, wipe
shin, bone
shin, leg
bamboo, flute
weave, loom
wasp, insect
parakeet, parrot
wipe, clean
preach, pray
midday, lunch
pouch, bag
ditch, hole
sword, sharp
cultivate, grow
plough, share
plough, field
weed, grass
sparrow, bird
chin, beard
brave, soldier
rib, chest
rib, bone
jaw, face
jaw, bone
boar, pig
pine, tree
crow, raven
belly, stomach
moth, butterfly
freeze, ice
nephew, niece
nephew, son
wages, money
wages, earn
twig, stick
twig, branch
twig, tree
scrape, cut
louse, flea
louse, hair
necklace, neck
termite, ant
gecko, lizard
jewel, necklace
dove, bird
bracelet, necklace
caterpillar, insect
raw, naked
claw, rake
claw, hoof
dolphin, fish
pill, medicine
spade, dig
latch, key
latch, lock
summit, mountain
mattress, bed
slanted, crooked
envy, jealous
crush, destroy
lizard, gecko
vulture, bird
python, snake
clay, pot
clay, brick
adobe, house
injure, scrape
collar, neck
toad, frog
acorn, nut
kidney, stone
kidney, bean
hail, snow
pouch, bag
toad, frog
clay, land
ash, fireplace
anvil, blacksmith
niece, daughter
bracelet, necklace
frost, cold
latch, key
cheek, face
prisoner, war
papaya, banana
moth, butterfly
paddle, boat
paddle, row
buttocks, behind
wipe, clean
shore, sea
shore, land
fir, tree
nostril, nose
parrot, bird
pork, pig
plough, dig
plough, furrow
twig, stick
twig, tree
rooster, chicken
rooster, hen
cultivate, grow
sweep, broom
boar, pig
sparrow, bird
fur, soft
thunder, lightning
jaw, bone
jaw, chew
scrape, scratch
scrape, cut
pill, medicine
lip, face
raven, black
louse, house
mattress, bed
convict, guilty
slope, hill
crush, destroy
raw, food
merry, happy
womb, baby
nipple, breast
nipple, milk
oar, row
skull, brain
skull, head
eyebrow, eye
salty, sea
mast, sail
flee, flea
flee, run
weave, rug
weave, knit
knit, weave
chin, mouth
fingernail, finger
fingernail, hand
colorful, beautiful
gecko, lizard
heron, bird
scold, angry
itchy, scratch
pinch, steal
necklace, neck
fatigue, tired
parakeet, parrot
chameleon, lizard
shiver, spine
shin, bone
rub, press
itch, scratch
valley, green
cockroach, insect
bloom, flower
corpse, dead
corpse, body
vulture, bird
famine, hunger
pine, tree
pine, cone
kneel, knee
belly, stomach
spear, kill
spear, stick
bore, tired
fork, spoon
lobster, red
spade, shovel
spade, dig
raft, river
caterpillar, worm
swamp, dirty
vine, wine
vine, grape
lick, tongue
lick, kiss
vertical, straight
nephew, niece
nephew, aunt
nephew, uncle
mail, letter
wages, pay
saliva, spit
livestock, cattle
tortoise, turtle
grandfather, grandmother
sloth, lazy
sweep, broom
parrot, bird
wages, pay
bless, priest
weapons, gun
mute, dumb
conceive, pregnant
python, snake
spit, saliva
spit, wet
bison, ox
prisoner, prison
raven, crow
raven, black
lip, mouth
bloom, flower
coconut, tree
soot, dirt
cultivate, garden
cultivate, grow
fir, tree
raw, cold
acorn, oak
fatigue, tired
claw, scratch
barley, grain
footprint, house
dove, bird
spider, man
coyote, dog
parents, mother
parents, father
wipe, clean
fur, soft
throat, voice
bracelet, wrist
shin, leg
shin, bone
cheek, face
scrape, clean
scrape, fight
jealous, envy
wasp, bee
saliva, mouth
foam, soap
ram, goat
slanted, crooked
pill, medicine
heron, bird
pouch, pocket
sword, sharp
temple, church
pork, pig
niece, aunt
goose, duck
vulture, eagle
sling, cast
sparrow, bird
calf, cow
lobster, red
ladle, spoon
rub, touch
rub, push
seagull, bird
valley, green
kidney, red
thread, string
vine, wine
accuse, guilty
yawn, tired
elevation, high
elevation, mountain
crow, bird
famine, poor
burning, hot
kneel, knee
shore, sand
tortoise, turtle
bamboo, wood
raft, boat
parakeet, parrot
nephew, niece
nephew, boy
grandfather, grandmother
jaw, bone
buffalo, water buffalo
scar, face
scar, wound
january, april
womb, baby
eagle, hawk
boil, burn
frost, cold
mumble, speech
chin, head
chin, jaw
corpse, body
ditch, hole
toad, frog
motorcycle, motor
veil, cloth
lasso, rope
lick, tongue
navel, belly
shore, sand
barley, grain
injure, cut
midday, sun
fur, hair
python, snake
livestock, cattle
livestock, sheep
fragrant, sweet
coyote, dog
ash, fire
ash, burn
damp, wet
companionship, family
rib, bone
rib, spine
crow, bird
bless, good
latch, key
latch, lock
latch, key
niece, aunt
niece, cousin
niece, uncle
shark, fish
skull, head
skull, brain
nephew, niece
nephew, aunt
nephew, uncle
forehead, face
grandfather, grandmother
grandfather, tree
mail, post
wasp, bee
wasp, insect
wages, pay
vine, wine
vine, grape
lasso, rope
caterpillar, insect
corpse, body
trough, hay
bamboo, stick
bamboo, wood
fir, tree
fir, pine
yawn, tired
wipe, clean
boil, burn
conceive, idea
kidney, stone
salty, ocean
bloom, flower
lick, tongue
boar, pig
obscure, black
sword, knife
sword, scythe
postcard, letter
spade, shovel
sweep, broom
spider, insect
spider, poison
freeze, ice
jaw, bone
sloth, lazy
shin, leg
onion, garlic
nostril, nose
nostril, hole
widow, wife
bait, worm
bracelet, wrist
bracelet, hand
pork, pig
weed, grass
seagull, bird
rooster, chicken
merry, happy
eagle, bird
termite, ant
twig, branch
twig, leaf
vulture, bird
curse, bad
squat, sit
chin, mouth
pity, regret
mast, post
cunning, clever
dove, bird
raft, rafter
raft, river
saliva, spit
pill, medicine
sparrow, bird
bead, bracelet
slope, hill
spit, saliva
frost, dew
clan, family
pine, tree
cultivate, grow
itch, scratch
mattress, bed
anvil, blacksmith
ladle, spoon
raw, food
raw, meat
moth, butterfly
gecko, lizard
fatigue, tired
womb, baby
paddle, boat
mosquito, bite
shore, water
spade, dig
pork, pig
ditch, hole
nostril, nose
beggar, poor
bait, hook
seed, sperm
itch, scratch
itch, bite
salty, sweet
salty, salt
fingernail, hand
shark, fish
vine, grape
eagle, bird
elevation, mountain
lasso, rope
livestock, cattle
pine, tree
raven, black
crow, bird
summit, top
arch, arrow
lizard, gecko
itchy, scratch
toad, frog
damp, wet
accuse, blame
udder, milk
parents, family
grandfather, old
foam, soap
raw, meat
frost, snow
frost, cold
widow, wife
fork, spoon
twig, stick
twig, tree
leopard, lion
preach, pray
preach, sister
grasshopper, insect
flee, escape
sparrow, bird
weave, loom
weave, cloth
seagull, bird
merry, happy
shin, calf
earthquake, shake
dive, swim
temple, pray
conceive, idea
acorn, nut
adobe, brick
adobe, house
corpse, dead
niece, nephew
niece, cousin
magpie, bird
bamboo, tree
cauliflower, cabbage
bracelet, wrist
envy, jealous
fortress, big
kidney, urine
ripe, ready
wipe, clean
thunder, lightning
parrot, bird
splash, wet
midday, lunch
belly, stomach
belly, stomach
tread, step
bless, love
bloom, flower
goose, duck
crab, lobster
intend, think
sweep, broom
kneel, knee
cockroach, insect
